의료기관명,의료기관분류,세부진단,의료기관전화번호,연락처,위도,경도,진료과목내용명,운영시간,공휴일시간,의료기관주소,월요일진료시작시간,월요일진료종료시간,월요일휴게시작시간,월요일휴게종료시간,화요일진료시작시간,화요일진료종료시간,화요일휴게시작시간,화요일휴게종료시간,수요일진료시작시간,수요일진료종료시간,수요일휴게시작시간,수요일휴게종료시간,목요일진료시작시간,목요일진료종료시간,목요일휴게시작시간,목요일휴게종료시간,금요일진료시작시간,금요일진료종료시간,금요일휴게시작시간,금요일휴게종료시간,토요일진료시작시간,토요일진료종료시간,토요일휴게시작시간,토요일휴게종료시간,일요일진료시작시간,일요일진료종료시간,일요일휴게시작시간,일요일휴게종료시간
올마취통증의학과의원,의원,정형외과,044-863-0648,044-863-0648 대표번호,36.5044345,127.2496036,"정형외과, 신경외과, 마취통증의학과",진료시간  월 ~ 금 09:00 ~ 18:00  주말 09:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 도움3로 105-7 메디케어빌딩 4층 (우)30064,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음
우리메디컬의원,의원,가정의학과,044-868-5375,044-868-5375 대표번호,36.505846,127.2339926,"내과, 외과, 정형외과, 소아청소년과, 이비인후과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 18:30  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 고운서길 19 스마트큐브1 3층 301~303 305~308호 (우)30063,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,9:00,18:30,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
우리연합의원,의원,가정의학과,044-867-7803,044-867-7803 대표번호,36.477293,127.28961,"내과, 이비인후과, 피부과, 가정의학과",진료시간  월수 ~ 금 09:00 ~ 18:00  화토 09:00 ~ 13:00  월수 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 남세종로 454 강남제일타워 404호 (우)30150,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
우리이비인후과의원,의원,이비인후과,044-865-8575,044-865-8575 대표번호,36.511737,127.2497282,"내과, 신경과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 보듬3로 92 해피라움2상가 4층 409호 (우)30100,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
우리치과의원,치과의원,치과,044-865-0231,044-865-0231 대표번호,36.504743,127.2494236,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",진료시간  월 ~ 수금 09:30 ~ 18:30  목 14:00 ~ 20:30  토 09:30 ~ 14:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 도움3로 105-5 종촌중앙프라자 4층 (우)30064,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,14:00,20:30,정보 없음,정보 없음,9:30,18:30,13:00,14:00,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
웰에스테의원,의원,가정의학과,044-863-8271,044-863-8271 대표번호,36.5026811,127.2481373,"피부과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 18:00  토 09:00 ~ 15:00  토 휴게시간 13:00 ~ 13:30,휴무일 월요일,세종특별자치시 도움1로 106 메가시티 409호 (우)30064,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,15:00,13:00,13:30,정보 없음,정보 없음,정보 없음,정보 없음
웰키즈소아청소년과의원,의원,소아청소년과,044-868-4880,044-868-4880 대표번호,36.5114366,127.2486612,"정신건강의학과, 소아청소년과, 이비인후과",진료시간  월 ~ 금 08:00 ~ 23:00  주말 09:00 ~ 21:00  매일 휴게시간 13:00 ~ 14:00,공휴일 09:00 ~ 21:00 휴게시간 13:00 ~ 14:00,세종특별자치시 보듬3로 95 해피라움3 401~405603~608705호 (우)30100,8:00,23:00,13:00,14:00,8:00,23:00,13:00,14:00,8:00,23:00,13:00,14:00,8:00,23:00,13:00,14:00,8:00,23:00,13:00,14:00,9:00,21:00,13:00,14:00,9:00,21:00,13:00,14:00
위대한내과의원,의원,내과,044-865-3375,044-865-3375 대표번호,36.5082074,127.2624282,"내과, 외과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",진료시간  월 ~ 금 08:30 ~ 19:00  토 08:30 ~ 13:00  월 ~ 금 휴게시간 13:30 ~ 14:30,휴무일 일요일 공휴일,세종특별자치시 절재로 194 세종중앙타운 5층 506호 (우)30103,8:30,19:00,13:30,14:30,8:30,19:00,13:30,14:30,8:30,19:00,13:30,14:30,8:30,19:00,13:30,14:30,8:30,19:00,13:30,14:30,8:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
위하는내과의원,의원,내과,044-715-5110,044-715-5110 대표번호,36.4977266,127.3095001,내과,진료시간  월 ~ 금 08:30 ~ 18:30  토 08:30 ~ 13:00,휴무일 일요일,세종특별자치시 한누리대로 1844 행복드림타워 3층 301~305호 (우)30146,8:30,18:30,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,8:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
유디치과의원,치과의원,치과,044-715-7188,044-715-7188 대표번호,36.4868639,127.2602904,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월 ~ 금 09:30 ~ 18:30  토 09:30 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 나성로 38 A동 3층 (우)30129,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,18:30,13:00,14:00,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
유소아청소년과의원,의원,소아청소년과,044-866-8025,044-866-8025 대표번호,36.5025906,127.2475653,"내과, 소아청소년과, 이비인후과",진료시간  월화목금 09:00 ~ 18:00  수 09:00 ~ 12:30  토 09:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 도움1로 108 몰리브 4층 408409호 (우)30064,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,12:30,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,18:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
유스앤영서울뷰의원,의원,성형외과,044-715-5199,044-715-5199 대표번호,36.4868639,127.2602904,"성형외과, 피부과",진료시간  월 ~ 금 10:00 ~ 20:00  토 10:00 ~ 15:30  월 ~ 금 휴게시간 13:00 ~ 14:00,공휴일 10:00 ~ 20:00 휴게시간 13:00 ~ 14:00,세종특별자치시 나성로 96 더센트럴 5층 519호 (우)30128,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,15:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
유앤성부부치과의원,치과의원,치과,044-862-7522,044-862-7522 대표번호,36.4981148,127.3132612,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  화목금 10:00 ~ 19:00  월수 10:00 ~ 20:30 (야간진료)  토 09:30 ~ 14:00 (점심시간없이 진료)  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 1820 왕관빌딩 4층 (우)30146,10:00,20:30,13:00,14:00,10:00,19:00,13:00,14:00,10:00,20:30,13:00,14:00,10:00,19:00,13:00,14:00,10:00,19:00,13:00,14:00,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
유앤이내과의원,의원,내과,044-862-7511,044-862-7511 대표번호,36.504743,127.2494236,내과,진료시간  월 ~ 금 08:30 ~ 19:00  주말 08:30 ~ 15:00,휴무일 일요일 공휴일,세종특별자치시 도움3로 105-5 종촌중앙프라자 5층 (우)30064,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,15:00,정보 없음,정보 없음,8:30,15:00,정보 없음,정보 없음
유웰비뇨의학과의원,의원,비뇨의학과,1588-8163,044-865-1190 대표번호,36.487784,127.2566555,"내과, 신경과, 외과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",진료시간  월 ~ 금 09:00 ~ 19:30  토 09:00 ~ 15:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 265 명동프라자 5층 502~504호 (우)30127,9:00,19:30,13:00,14:00,9:00,19:30,13:00,14:00,9:00,19:30,13:00,14:00,9:00,19:30,13:00,14:00,9:00,19:30,13:00,14:00,9:00,15:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
윤빛소아청소년과의원,의원,소아청소년과,044-865-8124,044-865-8124 대표번호,36.5284833,127.2646737,"내과, 소아청소년과, 이비인후과, 피부과",진료시간  월화목금 09:00 ~ 18:30  수토 09:00 ~ 12:30,휴무일 정보 없음,세종특별자치시 해밀3로 43 스카이드림 303호 (우)30092,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,12:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,18:30,정보 없음,정보 없음,9:00,12:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
율제한의원,한의원,한의원,044-417-1585,044-417-1585 대표번호,36.5044345,127.2496036,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과",진료시간  월 ~ 목 10:00 ~ 20:00  토 10:00 ~ 15:00  일 10:00 ~ 18:00  월 ~ 목 휴게시간 12:30 ~ 14:00  일 휴게시간 13:00 ~ 14:00,공휴일 10:00 ~ 15:00 (공휴일대체공휴일),세종특별자치시 도움3로 105-7 메디케어빌딩 302호 (우)30064,10:00,20:00,12:30,14:00,10:00,20:00,12:30,14:00,10:00,20:00,12:30,14:00,10:00,20:00,12:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,10:00,15:00,정보 없음,정보 없음,10:00,18:00,13:00,14:00
의료법인영제의료재단엔케이세종병원,종합병원,종합병원,044-850-7700,044-850-7700 대표번호,36.4795753,127.2622042,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 영상의학과, 병리과, 가정의학과, 직업환경의학과, 응급의학과, 통합치의학과",진료시간  월 ~ 금 09:00 ~ 18:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 12:30 ~ 13:30,휴무일 일요일 5월 1일 휴무 공휴일,세종특별자치시 한누리대로 161 NK리움힐타워 (우)30130,9:00,18:00,12:30,13:30,9:00,18:00,12:30,13:30,9:00,18:00,12:30,13:30,9:00,18:00,12:30,13:30,9:00,18:00,12:30,13:30,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
이도내과의원,의원,내과,044-905-2500,044-905-2500 대표번호,36.4779787,127.2885798,"내과, 소아청소년과, 이비인후과",진료시간  월화목금 08:30 ~ 18:30  수토 08:30 ~ 13:00,휴무일 정보 없음,세종특별자치시 한누리대로 2143 금강시티타워 403~404호 (우)30150,8:30,18:30,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,8:30,13:00,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,8:30,18:30,정보 없음,정보 없음,8:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
이도치과의원,치과의원,치과,044-867-7525,044-867-7525 대표번호,36.4887389,127.2562539,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월수금 10:00 ~ 19:00  화목 10:00 ~ 21:00  토 09:00 ~ 14:00  월 ~ 금 휴게시간 12:30 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 275 형성프라자 5층 (우)30127,10:00,19:00,12:30,14:00,10:00,21:00,12:30,14:00,10:00,19:00,12:30,14:00,10:00,21:00,12:30,14:00,10:00,19:00,12:30,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
이룸한의원,한의원,한의원,044-863-4107,044-863-4107 대표번호,36.5137167,127.2600833,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 금 09:30 ~ 19:00  토 09:30 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 보듬4로 9 카림애비뉴 1동 406 407호 (우)30098,9:30,19:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
이사랑치과의원,치과의원,치과,044-868-0037,044-868-0037 대표번호,36.4726802,127.2778762,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월화목금 09:00 ~ 19:00  수 09:00 ~ 21:00 (야간 진료)  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:30,휴무일 일요일,세종특별자치시 한누리대로 2257 판타지타워 2층 203호 (우)30153,9:00,19:00,13:00,14:30,9:00,19:00,13:00,14:30,9:00,21:00,13:00,14:30,9:00,19:00,13:00,14:30,9:00,19:00,13:00,14:30,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
이삭소아청소년과의원,의원,소아청소년과,044-865-8275,044-865-8275 대표번호,36.4802459,127.2618184,소아청소년과,진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 16:00  월 ~ 금 휴게시간 12:30 ~ 14:00  토 휴게시간 12:30 ~ 13:30,휴무일 일요일,세종특별자치시 한누리대로 169 301 307호 401호 (우)30130,9:00,19:00,12:30,14:00,9:00,19:00,12:30,14:00,9:00,19:00,12:30,14:00,9:00,19:00,12:30,14:00,9:00,19:00,12:30,14:00,9:00,16:00,12:30,13:30,정보 없음,정보 없음,정보 없음,정보 없음
이안정신건강의학과의원,의원,정신건강의학과,044-999-1102,044-999-1102 대표번호,36.4884829,127.2564969,정신건강의학과,진료시간  월 ~ 금 09:30 ~ 18:30  토 09:00 ~ 13:00,휴무일 정보 없음,세종특별자치시 한누리대로 273 4층 (우)30127,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:30,18:30,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
이유경내과의원,의원,내과,044-868-0261,044-868-0261 대표번호,36.4721655,127.277306,"내과, 성형외과, 산부인과, 소아청소년과, 이비인후과, 피부과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 12:00 ~ 13:00,휴무일 일요일,세종특별자치시 한누리대로 2265 세종메디컬센터 3층 304~306호 (우)30153,9:00,19:00,12:00,13:00,9:00,19:00,12:00,13:00,9:00,19:00,12:00,13:00,9:00,19:00,12:00,13:00,9:00,19:00,12:00,13:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
이제한의원,한의원,한의원,044-715-7505,044-715-7505 대표번호,36.486892,127.250231,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월수금 09:30 ~ 18:30  화목 09:30 ~ 20:00  토 09:30 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 새롬중앙로 67 오렌지빌딩 3층 (우)30126,9:30,18:30,13:00,14:00,9:30,20:00,13:00,14:00,9:30,18:30,13:00,14:00,9:30,20:00,13:00,14:00,9:30,18:30,13:00,14:00,9:30,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
잇츠미의원,의원,성형외과,044-867-1108,044-867-1108 대표번호,36.4866841,127.2570939,"성형외과, 피부과",진료시간  월 ~ 금 10:00 ~ 20:00  토 10:00 ~ 15:30  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 253 에스빌딩 302 303호 (우)30127,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,20:00,13:00,14:00,10:00,15:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
자인한의원,한의원,한의원,044-272-8875,044-272-8875 대표번호,36.486443,127.2501465,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",진료시간  월 ~ 수금 09:30 ~ 20:00  주말 09:00 ~ 14:00  목 14:00 ~ 20:00,공휴일 09:00 ~ 14:00,세종특별자치시 새롬중앙로 63 온누리타워 2층 (우)30126,9:30,20:00,정보 없음,정보 없음,9:30,20:00,정보 없음,정보 없음,9:30,20:00,정보 없음,정보 없음,14:00,20:00,정보 없음,정보 없음,9:30,20:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음,9:00,14:00,정보 없음,정보 없음
장효길한의원,한의원,한의원,044-867-8758,044-867-8758 대표번호,36.4779787,127.2885798,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 침구과",진료시간  월수목 09:30 ~ 21:00  화금 09:30 ~ 19:00  토 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 정보 없음,세종특별자치시 한누리대로 2143 금강시티타워 4층 407호 (우)30150,9:30,21:00,13:00,14:00,9:30,19:00,13:00,14:00,9:30,21:00,13:00,14:00,9:30,21:00,13:00,14:00,9:30,19:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
정마취통증의학과의원,의원,정형외과,044-905-3300,044-905-3300 대표번호,36.4850762,127.2996161,"내과, 정형외과, 신경외과, 마취통증의학과, 영상의학과, 재활의학과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 2016 타임빌딩 401호402호 (우)30151,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
정토한의원,한의원,한의원,044-863-7588,044-863-7588 대표번호,36.5119109,127.2494619,"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방재활의학과",진료시간  월 ~ 수금 09:30 ~ 19:00  목 14:30 ~ 19:00  토 09:00 ~ 13:00,휴무일 정보 없음,세종특별자치시 보듬3로 92 (우)30100,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,14:30,19:00,정보 없음,정보 없음,9:30,19:00,정보 없음,정보 없음,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
제이와이치과의원,치과의원,치과,044-867-5600,044-867-5600 대표번호,36.4865899,127.2510153,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과",진료시간  월 ~ 수금 10:00 ~ 18:30  토 10:00 ~ 14:00  월 ~ 수금 휴게시간 13:00 ~ 14:00,휴무일 목일요일,세종특별자치시 새롬중앙로 64 세종영광프라자 4층 404호 (우)30127,10:00,18:30,13:00,14:00,10:00,18:30,13:00,14:00,10:00,18:30,13:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,10:00,18:30,13:00,14:00,10:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
제일마취통증의학과의원,의원,정형외과,044-862-0008,044-862-0008 대표번호,36.5082074,127.2624282,마취통증의학과,진료시간  월화목금 09:00 ~ 19:00  수토 09:00 ~ 13:00  월화목금 휴게시간 13:00 ~ 14:30,휴무일 일요일 공휴일,세종특별자치시 절재로 194 세종중앙타운 604호 (우)30103,9:00,19:00,13:00,14:30,9:00,19:00,13:00,14:30,9:00,13:00,정보 없음,정보 없음,9:00,19:00,13:00,14:30,9:00,19:00,13:00,14:30,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
제일연합내과의원,의원,내과,044-715-5501,044-715-5501 대표번호,36.4869109,127.2511677,"내과, 정형외과, 소아청소년과, 이비인후과, 결핵과",진료시간  월 ~ 금 08:30 ~ 20:00  토 08:30 ~ 17:00,휴무일 정보 없음,세종특별자치시 새롬중앙로 62-15 해피라움W 401호 (우)30127,8:30,20:00,정보 없음,정보 없음,8:30,20:00,정보 없음,정보 없음,8:30,20:00,정보 없음,정보 없음,8:30,20:00,정보 없음,정보 없음,8:30,20:00,정보 없음,정보 없음,8:30,17:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
종촌제일연합내과의원,의원,내과,044-715-7511,044-715-7511 대표번호,36.5026811,127.2481373,내과,진료시간  월 ~ 금 08:30 ~ 19:00  토 08:30 ~ 14:00,휴무일 정보 없음,세종특별자치시 도움1로 106 메가시티 610615-1호 (우)30064,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,19:00,정보 없음,정보 없음,8:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
좋은하루이비인후과의원,의원,이비인후과,044-998-7582,044-998-7582 대표번호,36.5137167,127.2600833,"내과, 외과, 정형외과, 산부인과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과, 재활의학과, 가정의학과",진료시간  월 ~ 금 09:00 ~ 18:00  토 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 보듬4로 9 도램마을11단지 3층 67호 (우)30098,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
좋은하루치과의원,치과의원,치과,044-998-7599,044-998-7599 대표번호,36.5137167,127.2600833,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",진료시간  월화목금 09:00 ~ 18:00  수 09:00 ~ 20:30  토 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 보듬4로 9 3층 89호 (우)30098,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,20:30,13:00,14:00,9:00,18:00,13:00,14:00,9:00,18:00,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
중앙연합의원,의원,내과,044-715-7475,044-715-7475 대표번호,36.4726802,127.2778762,"내과, 소아청소년과, 이비인후과",진료시간  월 ~ 금 09:00 ~ 19:00  토 09:00 ~ 13:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 한누리대로 2257 판타지타워 404405호 (우)30153,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,19:00,13:00,14:00,9:00,13:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
지에프정형외과의원,의원,정형외과,044-868-7506,044-868-7506 대표번호,36.5027225,127.2500324,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 재활의학과",진료시간  월목금 09:00 ~ 17:30  수토 09:00 ~ 12:30  화 09:00 ~ 17:00  월화목금 휴게시간 12:30 ~ 14:00,휴무일 일요일 공휴일,세종특별자치시 달빛로 43 금강빌딩 3층 (우)30064,9:00,17:30,12:30,14:00,9:00,17:00,12:30,14:00,9:00,12:30,정보 없음,정보 없음,9:00,17:30,12:30,14:00,9:00,17:30,12:30,14:00,9:00,12:30,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
참좋아치과의원,치과의원,치과,044-864-8575,044-864-8575 대표번호,36.5116127,127.2436209,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 예방치과",진료시간  월 ~ 금 10:00 ~ 18:30  토 09:00 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 목일요일 (공휴일이 있는 주 정상진료) 공휴일,세종특별자치시 보듬3로 143 대영빌딩 3층 304~306호 (우)30100,10:00,18:30,13:00,14:00,10:00,18:30,13:00,14:00,10:00,18:30,13:00,14:00,10:00,18:30,13:00,14:00,10:00,18:30,13:00,14:00,9:00,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
참좋은서울아산내과의원,의원,내과,044-866-5900,044-866-5900 대표번호,36.495623,127.249222,내과,진료시간  월 ~ 금 08:30 ~ 18:30  토 08:30 ~ 14:00  월 ~ 금 휴게시간 13:00 ~ 14:00,휴무일 일요일,세종특별자치시 다정중앙로 58 다정메디프라자 5층 502~505호 (우)30123,8:30,18:30,13:00,14:00,8:30,18:30,13:00,14:00,8:30,18:30,13:00,14:00,8:30,18:30,13:00,14:00,8:30,18:30,13:00,14:00,8:30,14:00,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
